customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7182-GGJGE,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.74,635.6,No
5211-MCYEO,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.81,3980.91,Yes
3511-DPISP,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,84.74,2129.28,No
5956-ZZGON,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.15,1524.22,No
1312-PHCTX,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),43.78,3157.46,No
4741-XSIOQ,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.35,749.65,No
9866-ELIJR,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,51.24,1604.11,No
3973-FUXOY,Male,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.03,274.85,No
1426-APUDC,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,88.52,3127.32,Yes
3813-NVZZW,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),93.9,5613.11,Yes
7509-ZIRRM,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.72,2588.84,No
4346-PMTPZ,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.52,2701.14,No
8891-IOGGW,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.22,1928.6,Yes
6746-EOJCZ,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.01,3181.08,No
5546-USDFU,Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,62.63,2848.8,Yes
9597-KUTTE,Female,1,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.09,2562.73,Yes
6691-HJNIH,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.24,3901.92,No
3507-MYTLJ,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.17,1183.02,Yes
7911-QGMZY,Male,1,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.52,1358.03,No
3237-SLEAR,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,68.64,3780.51,No
6584-UEXYW,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,52.63,472.9,Yes
4889-TMCAI,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,88.5,1363.7,Yes
2520-XTJXA,Female,1,No,Yes,32,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,60.82,1970.07,No
3720-JWHOZ,Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.36,593.29,Yes
8485-RBDOH,Female,1,No,Yes,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.08,2121.09,No
9013-FBSUI,Male,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,47.61,1183.02,No
1181-KBNNP,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),91.49,4314.88,No
3614-NVZDW,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.47,1086.38,No
5918-ZJODY,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),78.88,1731.42,Yes
9297-TWAMK,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.01,1240.92,No
6798-PPSHA,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.12,274.79,Yes
4938-IHRBO,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.28,5627.79,No
9366-JNOWS,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.55,2439.43,No
8511-OKDHY,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,82.14,764.97,Yes
2149-TGVFY,Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.93,594.66,No
7480-JHMSX,Male,1,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.08,1090.69,No
3919-HHXCE,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,73.91,2079.38,No
7251-QBORT,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,132.3,No
3595-BTQVM,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.79,2898.98,No
8618-AXDQQ,Male,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.29,163.32,No
4533-IYMAP,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,918.17,No
2252-UTBDG,Male,1,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.69,2667.13,Yes
9387-TWYHH,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.48,1185.13,Yes
8399-USDDP,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,77.26,1958.76,Yes
4927-MUYTV,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.09,505.53,No
7078-BUFKE,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.22,3116.45,Yes
3890-SXSBG,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),86.98,774.58,No
9095-KLHET,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,76.1,1240.86,Yes
6693-XSSCI,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.96,5916.25,No
2801-IUXEU,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.45,1539.45,Yes
1461-MNBZO,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.48,1934.56,Yes
8133-VJQKB,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,58.92,1727.31,No
4068-CCHLL,Female,1,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.02,941.74,No
5546-CKMXF,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.51,207.95,No
6477-IKVOJ,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.49,157.95,Yes
6076-VVNIK,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.29,95.52,No
2459-DTQKJ,Male,0,No,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),79.46,1465.79,No
3191-PODQE,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.88,3309.17,No
5742-ADSKE,Female,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.57,1966.98,No
5668-FHGZC,Female,0,No,No,66,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.86,4080.72,No
7122-PWQFD,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.12,374.91,Yes
3810-WQSRW,Male,1,Yes,No,58,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,65.89,3859.31,No
5524-VJWUL,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.96,5331.68,Yes
2411-WIJPA,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.49,823.17,No
9765-DAJFV,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.92,215.82,Yes
3936-FNRUU,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.54,18.61,No
1181-KAWCM,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.61,320.43,No
4794-JSQGY,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,72.29,940.68,No
8499-TZTKW,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,82.87,4013.8,Yes
5197-SXSBM,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,334.55,No
3707-BAULX,Female,1,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,84.84,4919.54,No
1850-QEKAO,Female,1,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),89.47,1348.31,No
4469-WIPMA,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.22,6104.13,Yes
2956-CMKXT,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.55,5125.29,No
5449-XJHAW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.68,306.75,No
7905-RISWI,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,54.75,659.86,No
3617-QNOFH,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,45.0,3124.18,No
7003-IARDR,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.41,664.52,No
7347-UUZVJ,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.77,314.59,No
3716-HFYSJ,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.07,672.76,Yes
8580-RVAVC,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,65.98,2002.64,No
2584-EUEEG,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.08,1473.76,No
8848-ZJYEH,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.61,1234.81,No
1975-QVFHB,Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.28,1039.8,No
1103-SNTMY,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,623.43,No
7432-XJZRD,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.63,731.33,No
9663-EDWGI,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.86,1148.61,Yes
7459-EAUIO,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.85,670.63,Yes
6458-BSYBU,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.13,5163.27,No
3369-LEZFF,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.63,2080.64,Yes
3259-AMFXS,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.17,2350.37,No
8222-OOACT,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,77.98,2184.89,No
1870-JEAEV,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,209.37,No
2571-PUAAZ,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.55,1401.87,Yes
5475-ITMII,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.31,2100.03,No
6622-ERXHQ,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.18,436.77,Yes
7208-FKJCZ,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.34,210.61,No
2481-XXWNE,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),72.74,1064.57,No
1079-UGFGI,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),56.29,755.09,Yes
7513-SILVE,Female,0,Yes,No,63,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,52.01,3345.06,No
5112-LXCZO,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.56,840.89,Yes
1064-NBRKA,Male,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,62.83,2228.93,No
1615-SXSUB,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,52.73,673.48,Yes
8953-VNLIX,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.05,646.75,No
3355-URIVY,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.02,1807.7,No
3579-QAGJT,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,68.5,4970.12,No
8066-FGJNY,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.88,725.87,Yes
6432-WVADZ,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,204.22,No
4883-SIOWC,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,75.24,5395.79,No
6462-TCIWQ,Male,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.9,5263.9,No
5670-HLFIJ,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.23,1388.31,No
8985-IJHVC,Male,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,81.23,879.89,Yes
6615-EAJRW,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.85,586.93,Yes
7480-GYECN,Male,0,Yes,Yes,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.71,4147.49,No
7717-RASJJ,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,85.99,1190.18,Yes
4515-BQKZL,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.76,1037.17,Yes
9648-EJWNG,Male,0,No,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.43,685.54,Yes
8295-KTQLQ,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.6,4265.43,No
8045-YWMMH,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),71.23,1487.15,No
9328-KDOAK,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.28,4889.13,Yes
7059-GIAXT,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.91,1538.95,No
5613-IKFUR,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.04,2006.54,No
5700-STNXX,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.29,2677.58,No
4014-ZALYV,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.73,1744.52,No
7571-WWBVY,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.49,626.78,No
1420-OCIAP,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.31,253.39,Yes
6367-NFYJG,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.45,2940.89,Yes
9869-PUDRE,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.84,5036.87,Yes
7239-CSMLT,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.56,788.37,Yes
9445-RUCJS,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1289.29,Yes
1394-INLQU,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.72,1079.07,Yes
7551-PFMBT,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,101.91,7021.13,No
6251-NOFUT,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.39,876.05,No
6579-OKQWD,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.07,595.11,Yes
7619-OVLLJ,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),74.47,4175.36,No
2416-VNSMO,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.66,540.6,No
7662-XBZPL,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.87,914.06,No
9234-OMKZL,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.32,1605.81,Yes
1002-ZPVNH,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.88,1970.39,Yes
7710-DSKJI,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.17,294.06,No
9569-BBBKE,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.78,3527.36,Yes
5768-KZTHO,Male,1,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.82,1964.94,No
4611-HZNLN,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.57,2279.14,Yes
7815-ARMGI,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,688.83,No
2191-PTPCX,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,67.65,2347.48,No
9981-PGTBA,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,739.29,No
3407-FSURV,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,82.29,326.86,Yes
7133-BAVEJ,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),82.92,1647.83,No
1842-ZOOVF,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,127.26,No
1833-JJXYB,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.73,57.59,Yes
4730-KUJHV,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.26,834.28,No
1116-JJDRA,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1335.5,No
9878-IWZVR,Male,1,Yes,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.32,72.72,No
3727-VWGCC,Female,0,No,No,39,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.21,2312.73,No
6408-GBPKV,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,53.7,1008.78,No
3030-PIVZE,Male,0,No,Yes,23,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.89,1711.83,No
5010-EGRQC,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.75,740.54,No
9018-DSCSD,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.58,3038.34,Yes
2796-LOHXI,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,50.79,1057.9,No
5500-TJHTY,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.6,1357.3,Yes
9924-BCLWT,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,98.9,3358.89,Yes
2571-TYJOJ,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.47,148.41,Yes
3714-JUUAH,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,733.69,No
6379-DGBKT,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,98.52,1875.15,Yes
1464-JIADQ,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.41,5611.01,Yes
1143-TBXIR,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),52.96,1318.35,No
8402-VTONM,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.23,5010.29,No
6462-STFYR,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.89,863.05,Yes
6804-NNSHC,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,86.84,755.27,Yes
5785-STZPN,Male,1,No,No,13,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.62,676.62,Yes
9530-BFEYX,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,91.75,6606.01,No
7794-RUYDO,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.94,1191.36,No
